t0,exact_stratum,probability_scale_caliper,n_treated_in_stratum,n_controls_in_stratum,dense_assignment_entries,candidate_real_edges,candidate_edges_plus_dummies,dense_entry_cap,requires_sparse_solver,sparse_edge_cap,would_fail_current_matcher,treated_pscore_min,treated_pscore_max,control_pscore_min,control_pscore_max
2016,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,408,480307,196131720,1553940,1554348,5000000,True,100000000,False,0.003350722838714699,0.39442151033486594,1e-06,0.4216486567566387
2016,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,184,39079,7224392,918268,918452,5000000,True,100000000,False,0.0010130026343660582,0.32353856605705633,1e-06,0.3647158321225783
2016,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,241,34470,8365351,623136,623377,5000000,True,100000000,False,0.0008066075754388217,0.49195818067143826,1e-06,0.40144581566557136
2016,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,216,35635,7743816,560909,561125,5000000,True,100000000,False,0.0015885547903541845,0.5058916580453802,1e-06,0.49948532455244604
2016,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,248,23480,5884544,290373,290621,5000000,True,100000000,False,0.0016211662428666945,0.5652881311311257,1e-06,0.5141752297453573
2016,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,255,24629,6345420,546543,546798,5000000,True,100000000,False,0.0016099717842523104,0.5253743967922484,1e-06,0.44431706907890944
2016,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,317,461924,146530397,42487337,42487654,5000000,True,100000000,False,0.00020255207662386653,0.17061603599126743,1e-06,0.26758310146759734
2016,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,116,436490,50646296,48008914,48009030,5000000,True,100000000,False,0.00021380900213195585,0.10312336342565809,1e-06,0.09105870218203313
2016,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,165,13090,2187075,17734,17899,5000000,False,100000000,False,0.0091768265963493,0.508646832242582,1e-06,0.5257117502986055
2016,"{""lag1_age_band"": ""75-79"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,23,357795,8229814,8228031,8228054,5000000,True,100000000,False,0.00014655590514572707,0.0008134012558894695,1e-06,0.06888948786804674
2016,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,163,13061,2155512,84138,84301,5000000,False,100000000,False,0.004150837287561293,0.593657555076002,1e-06,0.5677499517740192
2016,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,95,37049,3528680,520480,520575,5000000,False,100000000,False,0.001162103361774675,0.34280000754217743,1e-06,0.4886138121906403
2016,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,55,7641,423280,8155,8210,5000000,False,100000000,False,0.009609694795723,0.5379973887932316,1e-06,0.5912039021548053
2016,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,104,355952,37029824,37014532,37014636,5000000,True,100000000,False,0.00012169200120088471,0.0009868022822304733,1e-06,0.08578138074145426
2016,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,67,35551,2386406,860071,860138,5000000,False,100000000,False,0.0006859126198708312,0.48700867130574765,1e-06,0.309585906947446
2016,"{""lag1_age_band"": ""20-24"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,61,379889,23176950,4082,4143,5000000,True,100000000,False,0.15333013685349337,0.3515989433931839,1e-06,0.42868815775506525
2016,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,97,9479,928872,29597,29694,5000000,False,100000000,False,0.004490354819064956,0.5422180759194429,1e-06,0.5723181733830586
2016,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,40,30758,1231920,214834,214874,5000000,False,100000000,False,0.0016689527514889288,0.3255196909276882,1e-06,0.441369831883709
2016,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,84,10027,849324,1908,1992,5000000,False,100000000,False,0.013411165111413496,0.6501898302811776,1e-06,0.6268253319224065
2016,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,14,5308,74508,61,75,5000000,False,100000000,False,0.2615553083243762,0.5469732325865296,1e-06,0.5987523497186907
2016,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,6,11385,68346,56889,56895,5000000,False,100000000,False,0.000867550979944472,0.15359824380032805,1e-06,0.03535367832835617
2016,"{""lag1_age_band"": ""20-24"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,1,2356,2357,0,1,5000000,False,100000000,False,0.36481381364013366,0.36481381364013366,1.0017655463233244e-06,0.49943937332367205
2016,"{""lag1_age_band"": ""75-79"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,15,439304,6589785,6589365,6589380,5000000,True,100000000,False,0.00012295958304803613,0.000918719763790562,1e-06,0.035270563090811245
2016,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,10,14686,146960,146655,146665,5000000,False,100000000,False,0.0005277571542900031,0.009171183012259701,1e-06,0.040879626646098316
2016,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,9,5876,52965,46,55,5000000,False,100000000,False,0.2715211008402835,0.5294319826632302,1e-06,0.5571857608365208
2016,"{""lag1_age_band"": ""85-89"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,3,88697,266100,266079,266082,5000000,False,100000000,False,9.34376394432315e-05,0.00038778586247518413,1e-06,0.02359770068819628
2016,"{""lag1_age_band"": ""80-84"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,13,191713,2492438,2492074,2492087,5000000,False,100000000,False,8.876127516863302e-05,0.0006488577675577269,1e-06,0.026245825451584378
2016,"{""lag1_age_band"": ""20-24"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,2,1740,3484,2,4,5000000,False,100000000,False,0.43408379233481925,0.4912340059054789,1.1014762993967206e-06,0.6186060718901536
2016,"{""lag1_age_band"": ""80-84"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1,272635,272636,272633,272634,5000000,False,100000000,False,0.0003525162931035366,0.0003525162931035366,1e-06,0.019191083460078816
2016,"{""lag1_age_band"": ""75-79"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,1,6886,6887,6884,6885,5000000,False,100000000,False,0.0009830138085540857,0.0009830138085540857,1e-06,0.03701715326613495
2016,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,1,7896,7897,7893,7894,5000000,False,100000000,False,0.0010572544436384698,0.0010572544436384698,1e-06,0.04702088925865395
2016,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,1,6844,6845,6843,6844,5000000,False,100000000,False,0.0024919626788075192,0.0024919626788075192,1e-06,0.014347824424649653
2017,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1379,548911,758849910,22775938,22777317,5000000,True,100000000,False,0.0006149135931126272,0.2954226814391732,1e-06,0.29372975652587424
2017,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,256,38082,9814528,652385,652641,5000000,True,100000000,False,0.0019473723967038947,0.5470770621055465,1e-06,0.4350716710356308
2017,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1117,589873,660135830,34249737,34250854,5000000,True,100000000,False,0.00040970362422419065,0.2645869396769629,1e-06,0.25584897434416853
2017,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1154,472489,546584022,7044297,7045451,5000000,True,100000000,False,0.0013278418999011757,0.3743894952279154,1e-06,0.3581178195056328
2017,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,999,488675,489184326,8188783,8189782,5000000,True,100000000,False,0.0013774615546393119,0.3338346425530251,1e-06,0.33506743530473104
2017,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,228,25919,5961516,496430,496658,5000000,True,100000000,False,0.00219896595896822,0.5602453226145964,1e-06,0.4180634420517336
2017,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,863,512339,442893326,4452961,4453824,5000000,True,100000000,False,0.0017821110821999563,0.3713667538096854,1e-06,0.3773258309488482
2017,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,1322,606295,803269674,21614235,21615557,5000000,True,100000000,False,0.0005280159735780519,0.29292812733652407,1e-06,0.3018632210534586
2017,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1185,444494,528129615,11896354,11897539,5000000,True,100000000,False,0.0008818779856579083,0.35385459252659207,1e-06,0.3329652022201968
2017,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,1208,643633,778967928,34916911,34918119,5000000,True,100000000,False,0.00045108598292083077,0.243276563135511,1e-06,0.2267513169074282
2017,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,124,328570,40758056,40738272,40738396,5000000,True,100000000,False,0.00014247710958119285,0.001614467695781375,1e-06,0.07241715736380075
2017,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,229,39618,9124963,913021,913250,5000000,True,100000000,False,0.001030451534707803,0.5832977598379029,1e-06,0.45714207232627285
2017,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,99,11544,1152657,1522,1621,5000000,False,100000000,False,0.012529570488809653,0.5487050525098499,1e-06,0.5178349009217454
2017,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,585,524357,307091070,27267620,27268205,5000000,True,100000000,False,0.0002491548579896606,0.2376016390988441,1e-06,0.23350044325986108
2017,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,170,44623,7614810,806222,806392,5000000,True,100000000,False,0.0009543343864814551,0.3646409602846206,1e-06,0.39605152178784964
2017,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,261,24922,6572763,399745,400006,5000000,True,100000000,False,0.002450771463356857,0.5491507357343746,1e-06,0.4435723016613112
2017,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,134,42911,5768030,559384,559518,5000000,True,100000000,False,0.0009650755333300518,0.4062134671963227,1e-06,0.4146390366966692
2017,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,55,8574,474595,18020,18075,5000000,False,100000000,False,0.008464135969147779,0.5919286560864622,1e-06,0.6248430433004164
2017,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,163,530110,86434499,26139,26302,5000000,True,100000000,False,0.1464494102977191,0.3726197349973421,1e-06,0.41644758828239015
2017,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,784,480099,377012272,2184254,2185038,5000000,True,100000000,False,0.00328116265758365,0.4025755277343861,1e-06,0.4459851280072842
2017,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,227,454525,103228704,27724883,27725110,5000000,True,100000000,False,0.00023085975432467638,0.17092744328707393,1e-06,0.1056018897559516
2017,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,514,525121,270176390,1231516,1232030,5000000,True,100000000,False,0.0037435250401560336,0.36594215308110983,1e-06,0.37968259132590176
2017,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,127,451057,57300368,53673450,53673577,5000000,True,100000000,False,0.00015211343833411355,0.12598954313805466,1e-06,0.0334367811144019
2017,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,155,13701,2147680,152784,152939,5000000,False,100000000,False,0.0021328919729708424,0.6047932519683046,1e-06,0.5002615390918079
2017,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,355,480785,170804700,566063,566418,5000000,True,100000000,False,0.00684243672381588,0.42015407266321725,1e-06,0.42456087458305614
2017,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,8,8422,67440,67360,67368,5000000,False,100000000,False,0.0005222599444451723,0.0024432929070551295,1e-06,0.014657865728281674
2017,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,336,457237,153744528,33840959,33841295,5000000,True,100000000,False,0.00010892466193041469,0.21431923871913225,1e-06,0.14630228064977593
2017,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,803,553932,445452205,33246004,33246807,5000000,True,100000000,False,0.00034355674775336575,0.2597600881898003,1e-06,0.23391821764686935
2017,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,92,42028,3875040,1217965,1218057,5000000,False,100000000,False,0.0007945204213716773,0.437028138546554,1e-06,0.33502050643569053
2017,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,21,5720,120561,96,117,5000000,False,100000000,False,0.0331254766679598,0.5504229405507667,1e-06,0.6580118524735192
2017,"{""lag1_age_band"": ""20-24"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,52,378641,19692036,2927,2979,5000000,True,100000000,False,0.16570518560093953,0.4347359431712552,1e-06,0.42927584238751665
2017,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,133,13734,1844311,70515,70648,5000000,False,100000000,False,0.004858254565997762,0.6186968959452568,1e-06,0.556253453838285
2017,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,209,413714,86509907,81080535,81080744,5000000,True,100000000,False,0.00016751289981921264,0.1308182046104756,1e-06,0.09252328697770382
2017,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,49,9131,449820,472,521,5000000,False,100000000,False,0.011783900014813267,0.5609451839363588,1e-06,0.7983995783987887
2017,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,49,37133,1821918,370903,370952,5000000,False,100000000,False,0.0006143357902574317,0.36868688581874737,1e-06,0.2601321800214452
2017,"{""lag1_age_band"": ""75-79"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,21,445930,9364971,9364408,9364429,5000000,True,100000000,False,0.0001481931657081702,0.0006478638445201589,1e-06,0.024482425236722383
2017,"{""lag1_age_band"": ""75-79"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,39,362670,14145651,14142328,14142367,5000000,True,100000000,False,0.00014906390708698683,0.0007094716055831681,1e-06,0.08669415522609648
2017,"{""lag1_age_band"": ""20-24"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,22,417159,9177982,514,536,5000000,True,100000000,False,0.10795713094008484,0.3521258435399373,1e-06,0.4515986048368435
2017,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,66,372478,24587904,24582590,24582656,5000000,True,100000000,False,0.00018648480767288392,0.001722768814675678,1e-06,0.03560270375232347
2017,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,90,10847,984330,55026,55116,5000000,False,100000000,False,0.005264968215009701,0.6371673206764464,1e-06,0.5931955996978888
2017,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,26,20176,525252,463876,463902,5000000,False,100000000,False,0.0006726200403292267,0.22108737779002005,1e-06,0.03562014875593747
2017,"{""lag1_age_band"": ""85-89"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,1,91136,91137,91135,91136,5000000,False,100000000,False,0.00020600343770882872,0.00020600343770882872,1e-06,0.01944883964375915
2017,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,7,15847,110978,95037,95044,5000000,False,100000000,False,0.0008472671379724524,0.12098407516979456,1e-06,0.18331622635648334
2017,"{""lag1_age_band"": ""75-79"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,2,8097,16198,16194,16196,5000000,False,100000000,False,0.0005018448981529278,0.000519971144892826,1e-06,0.004064098063504788
2017,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,5,6389,31970,28,33,5000000,False,100000000,False,0.3621831494396642,0.48847539190195016,1e-06,0.5534867376939742
2017,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,3,7236,21717,21705,21708,5000000,False,100000000,False,0.0006987252385052501,0.0011245886105834264,1e-06,0.015255179996931857
2017,"{""lag1_age_band"": ""20-24"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,1,2303,2304,0,1,5000000,False,100000000,False,0.46849111994732606,0.46849111994732606,1e-06,0.44081291135018114
2017,"{""lag1_age_band"": ""20-24"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,2,1642,3288,2,4,5000000,False,100000000,False,0.4266748438800573,0.4762110774375914,1e-06,0.5104164893412214
2017,"{""lag1_age_band"": ""80-84"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,2,288000,576004,575998,576000,5000000,False,100000000,False,9.580093251830641e-05,0.00021988650260507722,1e-06,0.013398219155087416
2017,"{""lag1_age_band"": ""80-84"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,5,205231,1026180,1026102,1026107,5000000,False,100000000,False,0.00012032805554725766,0.00035990681354464686,1e-06,0.05119609513697529
2017,"{""lag1_age_band"": ""75-79"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,2,8536,17076,17066,17068,5000000,False,100000000,False,0.00024046071795485102,0.0013408514568683928,1e-06,0.03391660215881331
2018,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,775,561959,436118850,29225782,29226557,5000000,True,100000000,False,0.0005194639945741101,0.259487953655841,1e-06,0.16738931558345804
2018,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1071,481155,516464046,9805786,9806857,5000000,True,100000000,False,0.0010896448512183801,0.4085096831688771,1e-06,0.43196616934181925
2018,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,783,525263,411894018,5957664,5958447,5000000,True,100000000,False,0.0014119134155592106,0.42214642319889034,1e-06,0.4317211180095778
2018,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,551,529492,292053693,20651357,20651908,5000000,True,100000000,False,0.00044750048176779225,0.240211866743752,1e-06,0.16589196894380953
2018,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,1101,637780,703407981,22341194,22342295,5000000,True,100000000,False,0.0008490429441845004,0.2903653962686754,1e-06,0.24199201778903282
2018,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1073,441166,474522447,8502411,8503484,5000000,True,100000000,False,0.0019538360841909056,0.3849676760496514,1e-06,0.38344565851940154
2018,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,191,423135,80855266,74893832,74894023,5000000,True,100000000,False,0.00012423467608051216,0.11761864523852418,1e-06,0.101728382742407
2018,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,228,49461,11329092,1634293,1634521,5000000,True,100000000,False,0.0012773612754301107,0.4144927610332223,1e-06,0.30383715230469777
2018,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1182,519990,616025304,28626282,28627464,5000000,True,100000000,False,0.0011670625084062886,0.32782434577373004,1e-06,0.2862153062716047
2018,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,704,484324,341459712,4501023,4501727,5000000,True,100000000,False,0.002710091932349422,0.5452447595791822,1e-06,0.48262244046959835
2018,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,517,539179,279022832,119172,119689,5000000,True,100000000,False,0.010407899880307537,0.45904274816589685,1e-06,0.47716571047396716
2018,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,1078,577340,623534604,12195719,12196797,5000000,True,100000000,False,0.0009866774085334166,0.3255343300619142,1e-06,0.31658975045203747
2018,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,905,487617,442112410,7949634,7950539,5000000,True,100000000,False,0.0014353699171692847,0.3802713032932933,1e-06,0.3712749226176561
2018,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,975,580116,566563725,33651741,33652716,5000000,True,100000000,False,0.0008052329458369234,0.3136845293712868,1e-06,0.2852005247016986
2018,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,108,322526,34844472,34832376,34832484,5000000,True,100000000,False,9.85205378004857e-05,0.0012602303249174436,1e-06,0.024400907961891656
2018,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,111,12077,1352868,39493,39604,5000000,False,100000000,False,0.005662151770239795,0.5990432396409591,1e-06,0.5915847042321413
2018,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,245,25283,6254360,433836,434081,5000000,True,100000000,False,0.002767983613083976,0.5173512822775982,1e-06,0.4425728212258497
2018,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,231,26356,6141597,542339,542570,5000000,True,100000000,False,0.0033113916971889193,0.575911130197427,1e-06,0.5597590757656467
2018,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,232,43010,10032144,865101,865333,5000000,True,100000000,False,0.001676025731062283,0.5772782944544077,1e-06,0.36121141687140096
2018,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,111,12824,1435785,1374,1485,5000000,False,100000000,False,0.011842609905411723,0.5617712012176441,1e-06,0.6589862329528046
2018,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,179,533711,95566310,20379,20558,5000000,True,100000000,False,0.16491019477380764,0.4725481177901751,1e-06,0.54253636098767
2018,"{""lag1_age_band"": ""75-79"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,49,351981,17249470,17246873,17246922,5000000,True,100000000,False,0.00012906695046304567,0.0004592555217981567,1e-06,0.06261041086237565
2018,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,146,47964,7024060,865183,865329,5000000,True,100000000,False,0.002275668579736086,0.4739660706916876,1e-06,0.3224290774442412
2018,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,173,14873,2602958,119994,120167,5000000,False,100000000,False,0.0036437773731284252,0.6131450978482031,1e-06,0.5507061186914406
